PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Familysize
147,1,3,0,27.0,0,0,7.7958,2,2,1
148,0,3,1,9.0,2,2,34.375,2,1,5
149,0,2,0,36.5,0,2,26.0,2,2,3
150,0,2,0,42.0,0,0,13.0,2,4,1
151,0,2,0,51.0,0,0,12.525,2,4,1
152,1,1,1,22.0,1,0,66.6,2,3,2
153,0,3,0,55.5,0,0,8.05,2,2,1
154,0,3,0,40.5,0,2,14.5,2,2,3
155,0,3,0,28.0,0,0,7.3125,2,2,1
156,0,1,0,51.0,0,1,61.3792,0,2,2
157,1,3,1,16.0,0,0,7.7333,1,1,1
158,0,3,0,30.0,0,0,8.05,2,2,1
159,0,3,0,28.0,0,0,8.6625,2,2,1
160,0,3,0,28.0,8,2,69.55,2,0,11
161,0,3,0,44.0,0,1,16.1,2,2,2
162,1,2,1,40.0,0,0,15.75,2,3,1
163,0,3,0,26.0,0,0,7.775,2,2,1
164,0,3,0,17.0,0,0,8.6625,2,2,1
165,0,3,0,1.0,4,1,39.6875,2,0,6
166,1,3,0,9.0,0,2,20.525,2,0,3
167,1,1,1,28.0,0,1,55.0,2,3,2
168,0,3,1,45.0,1,4,27.9,2,3,6
169,0,1,0,28.0,0,0,25.925,2,2,1
170,0,3,0,28.0,0,0,56.4958,2,2,1
171,0,1,0,61.0,0,0,33.5,2,2,1
172,0,3,0,4.0,4,1,29.125,1,0,6
173,1,3,1,1.0,1,1,11.1333,2,1,3
174,0,3,0,21.0,0,0,7.925,2,2,1
175,0,1,0,56.0,0,0,30.6958,0,2,1
176,0,3,0,18.0,1,1,7.8542,2,2,3
177,0,3,0,28.0,3,1,25.4667,2,0,5
178,0,1,1,50.0,0,0,28.7125,0,1,1
179,0,2,0,30.0,0,0,13.0,2,2,1
180,0,3,0,36.0,0,0,0.0,2,2,1
181,0,3,1,28.0,8,2,69.55,2,1,11
182,0,2,0,28.0,0,0,15.05,0,2,1
183,0,3,0,9.0,4,2,31.3875,2,0,7
184,1,2,0,1.0,2,1,39.0,2,0,4
185,1,3,1,4.0,0,2,22.025,2,1,3
186,0,1,0,28.0,0,0,50.0,2,2,1
187,1,3,1,28.0,1,0,15.5,1,3,2
188,1,1,0,45.0,0,0,26.55,2,2,1
189,0,3,0,40.0,1,1,15.5,1,2,3
190,0,3,0,36.0,0,0,7.8958,2,2,1
191,1,2,1,32.0,0,0,13.0,2,3,1
192,0,2,0,19.0,0,0,13.0,2,2,1
193,1,3,1,19.0,1,0,7.8542,2,1,2
194,1,2,0,3.0,1,1,26.0,2,0,3
195,1,1,1,44.0,0,0,27.7208,0,3,1
196,1,1,1,58.0,0,0,146.5208,0,1,1
197,0,3,0,28.0,0,0,7.75,1,2,1
198,0,3,0,42.0,0,1,8.4042,2,2,2
199,1,3,1,28.0,0,0,7.75,1,1,1
200,0,2,1,24.0,0,0,13.0,2,1,1
201,0,3,0,28.0,0,0,9.5,2,2,1
202,0,3,0,28.0,8,2,69.55,2,2,11
203,0,3,0,34.0,0,0,6.4958,2,2,1
204,0,3,0,45.5,0,0,7.225,0,2,1
205,1,3,0,18.0,0,0,8.05,2,2,1
206,0,3,1,2.0,0,1,10.4625,2,1,2
207,0,3,0,32.0,1,0,15.85,2,2,2
208,1,3,0,26.0,0,0,18.7875,0,2,1
209,1,3,1,16.0,0,0,7.75,1,1,1
210,1,1,0,40.0,0,0,31.0,0,2,1
211,0,3,0,24.0,0,0,7.05,2,2,1
212,1,2,1,35.0,0,0,21.0,2,1,1
213,0,3,0,22.0,0,0,7.25,2,2,1
214,0,2,0,30.0,0,0,13.0,2,2,1
215,0,3,0,28.0,1,0,7.75,1,2,2
216,1,1,1,31.0,1,0,113.275,0,1,2
217,1,3,1,27.0,0,0,7.925,2,1,1
218,0,2,0,42.0,1,0,27.0,2,2,2
219,1,1,1,32.0,0,0,76.2917,0,1,1
220,0,2,0,30.0,0,0,10.5,2,2,1
221,1,3,0,16.0,0,0,8.05,2,2,1
222,0,2,0,27.0,0,0,13.0,2,2,1
223,0,3,0,51.0,0,0,8.05,2,2,1
224,0,3,0,28.0,0,0,7.8958,2,2,1
225,1,1,0,38.0,1,0,90.0,2,2,2
226,0,3,0,22.0,0,0,9.35,2,2,1
227,1,2,0,19.0,0,0,10.5,2,2,1
228,0,3,0,20.5,0,0,7.25,2,2,1
229,0,2,0,18.0,0,0,13.0,2,2,1
230,0,3,1,28.0,3,1,25.4667,2,1,5
231,1,1,1,35.0,1,0,83.475,2,3,2
232,0,3,0,29.0,0,0,7.775,2,2,1
233,0,2,0,59.0,0,0,13.5,2,2,1
234,1,3,1,5.0,4,2,31.3875,2,1,7
235,0,2,0,24.0,0,0,10.5,2,2,1
236,0,3,1,28.0,0,0,7.55,2,1,1
237,0,2,0,44.0,1,0,26.0,2,2,2
238,1,2,1,8.0,0,2,26.25,2,1,3
239,0,2,0,19.0,0,0,10.5,2,2,1
240,0,2,0,33.0,0,0,12.275,2,2,1
241,0,3,1,28.0,1,0,14.4542,0,1,2
242,1,3,1,28.0,1,0,15.5,1,1,2
243,0,2,0,29.0,0,0,10.5,2,2,1
244,0,3,0,22.0,0,0,7.125,2,2,1
245,0,3,0,30.0,0,0,7.225,0,2,1
246,0,1,0,44.0,2,0,90.0,1,4,3
247,0,3,1,25.0,0,0,7.775,2,1,1
248,1,2,1,24.0,0,2,14.5,2,3,3
249,1,1,0,37.0,1,1,52.5542,2,2,3
250,0,2,0,54.0,1,0,26.0,2,4,2
251,0,3,0,28.0,0,0,7.25,2,2,1
252,0,3,1,29.0,1,1,10.4625,2,3,3
253,0,1,0,62.0,0,0,26.55,2,2,1
254,0,3,0,30.0,1,0,16.1,2,2,2
255,0,3,1,41.0,0,2,20.2125,2,3,3
256,1,3,1,29.0,0,2,15.2458,0,3,3
257,1,1,1,28.0,0,0,79.2,0,3,1
258,1,1,1,30.0,0,0,86.5,2,1,1
259,1,1,1,35.0,0,0,512.3292,0,1,1
260,1,2,1,50.0,0,1,26.0,2,3,2
261,0,3,0,28.0,0,0,7.75,1,2,1
262,1,3,0,3.0,4,2,31.3875,2,0,7
263,0,1,0,52.0,1,1,79.65,2,2,3
264,0,1,0,40.0,0,0,0.0,2,2,1
265,0,3,1,28.0,0,0,7.75,1,1,1
266,0,2,0,36.0,0,0,10.5,2,2,1
267,0,3,0,16.0,4,1,39.6875,2,2,6
268,1,3,0,25.0,1,0,7.775,2,2,2
269,1,1,1,58.0,0,1,153.4625,2,3,2
270,1,1,1,35.0,0,0,135.6333,2,1,1
271,0,1,0,28.0,0,0,31.0,2,2,1
272,1,3,0,25.0,0,0,0.0,2,2,1
273,1,2,1,41.0,0,1,19.5,2,3,2
274,0,1,0,37.0,0,1,29.7,0,2,2
275,1,3,1,28.0,0,0,7.75,1,1,1
276,1,1,1,63.0,1,0,77.9583,2,1,2
277,0,3,1,45.0,0,0,7.75,2,1,1
278,0,2,0,28.0,0,0,0.0,2,2,1
279,0,3,0,7.0,4,1,29.125,1,0,6
280,1,3,1,35.0,1,1,20.25,2,3,3
281,0,3,0,65.0,0,0,7.75,1,2,1
282,0,3,0,28.0,0,0,7.8542,2,2,1
283,0,3,0,16.0,0,0,9.5,2,2,1
284,1,3,0,19.0,0,0,8.05,2,2,1
285,0,1,0,28.0,0,0,26.0,2,2,1
286,0,3,0,33.0,0,0,8.6625,0,2,1
287,1,3,0,30.0,0,0,9.5,2,2,1
288,0,3,0,22.0,0,0,7.8958,2,2,1
289,1,2,0,42.0,0,0,13.0,2,2,1
290,1,3,1,22.0,0,0,7.75,1,1,1
291,1,1,1,26.0,0,0,78.85,2,1,1
292,1,1,1,19.0,1,0,91.0792,0,3,2
293,0,2,0,36.0,0,0,12.875,0,2,1
294,0,3,1,24.0,0,0,8.85,2,1,1
295,0,3,0,24.0,0,0,7.8958,2,2,1
296,0,1,0,28.0,0,0,27.7208,0,2,1
297,0,3,0,23.5,0,0,7.2292,0,2,1
298,0,1,1,2.0,1,2,151.55,2,1,4
299,1,1,0,28.0,0,0,30.5,2,2,1
300,1,1,1,50.0,0,1,247.5208,0,3,2
301,1,3,1,28.0,0,0,7.75,1,1,1
302,1,3,0,28.0,2,0,23.25,1,2,3
303,0,3,0,19.0,0,0,0.0,2,2,1
304,1,2,1,28.0,0,0,12.35,1,1,1
305,0,3,0,28.0,0,0,8.05,2,2,1
306,1,1,0,0.92,1,2,151.55,2,0,4
307,1,1,1,28.0,0,0,110.8833,0,1,1
308,1,1,1,17.0,1,0,108.9,0,3,2
309,0,2,0,30.0,1,0,24.0,0,2,2
310,1,1,1,30.0,0,0,56.9292,0,1,1
311,1,1,1,24.0,0,0,83.1583,0,1,1
312,1,1,1,18.0,2,2,262.375,0,1,5
313,0,2,1,26.0,1,1,26.0,2,3,3
314,0,3,0,28.0,0,0,7.8958,2,2,1
315,0,2,0,43.0,1,1,26.25,2,2,3
316,1,3,1,26.0,0,0,7.8542,2,1,1
317,1,2,1,24.0,1,0,26.0,2,3,2
318,0,2,0,54.0,0,0,14.0,2,4,1
319,1,1,1,31.0,0,2,164.8667,2,1,3
320,1,1,1,40.0,1,1,134.5,0,3,3
321,0,3,0,22.0,0,0,7.25,2,2,1
322,0,3,0,27.0,0,0,7.8958,2,2,1
323,1,2,1,30.0,0,0,12.35,1,1,1
324,1,2,1,22.0,1,1,29.0,2,3,3
325,0,3,0,28.0,8,2,69.55,2,2,11
326,1,1,1,36.0,0,0,135.6333,0,1,1
327,0,3,0,61.0,0,0,6.2375,2,2,1
328,1,2,1,36.0,0,0,13.0,2,3,1
329,1,3,1,31.0,1,1,20.525,2,3,3
330,1,1,1,16.0,0,1,57.9792,0,1,2
331,1,3,1,28.0,2,0,23.25,1,1,3
332,0,1,0,45.5,0,0,28.5,2,2,1
333,0,1,0,38.0,0,1,153.4625,2,2,2
334,0,3,0,16.0,2,0,18.0,2,2,3
335,1,1,1,28.0,1,0,133.65,2,3,2
336,0,3,0,28.0,0,0,7.8958,2,2,1
337,0,1,0,29.0,1,0,66.6,2,2,2
338,1,1,1,41.0,0,0,134.5,0,1,1
339,1,3,0,45.0,0,0,8.05,2,2,1
340,0,1,0,45.0,0,0,35.5,2,2,1
341,1,2,0,2.0,1,1,26.0,2,0,3
342,1,1,1,24.0,3,2,263.0,2,1,6
343,0,2,0,28.0,0,0,13.0,2,2,1
344,0,2,0,25.0,0,0,13.0,2,2,1
345,0,2,0,36.0,0,0,13.0,2,2,1
346,1,2,1,24.0,0,0,13.0,2,1,1
347,1,2,1,40.0,0,0,13.0,2,1,1
348,1,3,1,28.0,1,0,16.1,2,3,2
349,1,3,0,3.0,1,1,15.9,2,0,3
350,0,3,0,42.0,0,0,8.6625,2,2,1
351,0,3,0,23.0,0,0,9.225,2,2,1
352,0,1,0,28.0,0,0,35.0,2,2,1
353,0,3,0,15.0,1,1,7.2292,0,2,3
354,0,3,0,25.0,1,0,17.8,2,2,2
355,0,3,0,28.0,0,0,7.225,0,2,1
356,0,3,0,28.0,0,0,9.5,2,2,1
357,1,1,1,22.0,0,1,55.0,2,1,2
358,0,2,1,38.0,0,0,13.0,2,1,1
359,1,3,1,28.0,0,0,7.8792,1,1,1
360,1,3,1,28.0,0,0,7.8792,1,1,1
361,0,3,0,40.0,1,4,27.9,2,2,6
362,0,2,0,29.0,1,0,27.7208,0,2,2
363,0,3,1,45.0,0,1,14.4542,0,3,2
364,0,3,0,35.0,0,0,7.05,2,2,1
365,0,3,0,28.0,1,0,15.5,1,2,2
366,0,3,0,30.0,0,0,7.25,2,2,1
367,1,1,1,60.0,1,0,75.25,0,3,2
368,1,3,1,28.0,0,0,7.2292,0,3,1
369,1,3,1,28.0,0,0,7.75,1,1,1
370,1,1,1,24.0,0,0,69.3,0,3,1
371,1,1,0,25.0,1,0,55.4417,0,2,2
372,0,3,0,18.0,1,0,6.4958,2,2,2
373,0,3,0,19.0,0,0,8.05,2,2,1
374,0,1,0,22.0,0,0,135.6333,0,2,1
375,0,3,1,3.0,3,1,21.075,2,1,5
376,1,1,1,28.0,1,0,82.1708,0,3,2
377,1,3,1,22.0,0,0,7.25,2,1,1
378,0,1,0,27.0,0,2,211.5,0,2,3
379,0,3,0,20.0,0,0,4.0125,0,2,1
380,0,3,0,19.0,0,0,7.775,2,2,1
381,1,1,1,42.0,0,0,227.525,0,1,1
382,1,3,1,1.0,0,2,15.7417,0,1,3
383,0,3,0,32.0,0,0,7.925,2,2,1
384,1,1,1,35.0,1,0,52.0,2,3,2
385,0,3,0,28.0,0,0,7.8958,2,2,1
386,0,2,0,18.0,0,0,73.5,2,2,1
387,0,3,0,1.0,5,2,46.9,2,0,8
388,1,2,1,36.0,0,0,13.0,2,1,1
389,0,3,0,28.0,0,0,7.7292,1,2,1
390,1,2,1,17.0,0,0,12.0,0,1,1
391,1,1,0,36.0,1,2,120.0,2,2,4
392,1,3,0,21.0,0,0,7.7958,2,2,1
393,0,3,0,28.0,2,0,7.925,2,2,3
394,1,1,1,23.0,1,0,113.275,0,1,2
395,1,3,1,24.0,0,2,16.7,2,3,3
396,0,3,0,22.0,0,0,7.7958,2,2,1
397,0,3,1,31.0,0,0,7.8542,2,1,1
398,0,2,0,46.0,0,0,26.0,2,2,1
399,0,2,0,23.0,0,0,10.5,2,4,1
400,1,2,1,28.0,0,0,12.65,2,3,1
401,1,3,0,39.0,0,0,7.925,2,2,1
402,0,3,0,26.0,0,0,8.05,2,2,1
403,0,3,1,21.0,1,0,9.825,2,1,2
404,0,3,0,28.0,1,0,15.85,2,2,2
405,0,3,1,20.0,0,0,8.6625,2,1,1
406,0,2,0,34.0,1,0,21.0,2,2,2
407,0,3,0,51.0,0,0,7.75,2,2,1
408,1,2,0,3.0,1,1,18.75,2,0,3
409,0,3,0,21.0,0,0,7.775,2,2,1
410,0,3,1,28.0,3,1,25.4667,2,1,5
411,0,3,0,28.0,0,0,7.8958,2,2,1
412,0,3,0,28.0,0,0,6.8583,1,2,1
413,1,1,1,33.0,1,0,90.0,1,1,2
414,0,2,0,28.0,0,0,0.0,2,2,1
415,1,3,0,44.0,0,0,7.925,2,2,1
416,0,3,1,28.0,0,0,8.05,2,3,1
417,1,2,1,34.0,1,1,32.5,2,3,3
418,1,2,1,18.0,0,2,13.0,2,1,3
419,0,2,0,30.0,0,0,13.0,2,2,1
420,0,3,1,10.0,0,2,24.15,2,1,3
421,0,3,0,28.0,0,0,7.8958,0,2,1
422,0,3,0,21.0,0,0,7.7333,1,2,1
423,0,3,0,29.0,0,0,7.875,2,2,1
424,0,3,1,28.0,1,1,14.4,2,3,3
425,0,3,0,18.0,1,1,20.2125,2,2,3
426,0,3,0,28.0,0,0,7.25,2,2,1
427,1,2,1,28.0,1,0,26.0,2,3,2
428,1,2,1,19.0,0,0,26.0,2,1,1
429,0,3,0,28.0,0,0,7.75,1,2,1
430,1,3,0,32.0,0,0,8.05,2,2,1
431,1,1,0,28.0,0,0,26.55,2,2,1
432,1,3,1,28.0,1,0,16.1,2,3,2
433,1,2,1,42.0,1,0,26.0,2,3,2
434,0,3,0,17.0,0,0,7.125,2,2,1
435,0,1,0,50.0,1,0,55.9,2,2,2
436,1,1,1,14.0,1,2,120.0,2,1,4
437,0,3,1,21.0,2,2,34.375,2,1,5
438,1,2,1,24.0,2,3,18.75,2,3,6
439,0,1,0,64.0,1,4,263.0,2,2,6
440,0,2,0,31.0,0,0,10.5,2,2,1
441,1,2,1,45.0,1,1,26.25,2,3,3
442,0,3,0,20.0,0,0,9.5,2,2,1
443,0,3,0,25.0,1,0,7.775,2,2,2
444,1,2,1,28.0,0,0,13.0,2,1,1
445,1,3,0,28.0,0,0,8.1125,2,2,1
446,1,1,0,4.0,0,2,81.8583,2,0,3
447,1,2,1,13.0,0,1,19.5,2,1,2
448,1,1,0,34.0,0,0,26.55,2,2,1
449,1,3,1,5.0,2,1,19.2583,0,1,4
450,1,1,0,52.0,0,0,30.5,2,4,1
451,0,2,0,36.0,1,2,27.75,2,2,4
452,0,3,0,28.0,1,0,19.9667,2,2,2
453,0,1,0,30.0,0,0,27.75,0,2,1
454,1,1,0,49.0,1,0,89.1042,0,2,2
455,0,3,0,28.0,0,0,8.05,2,2,1
456,1,3,0,29.0,0,0,7.8958,0,2,1
457,0,1,0,65.0,0,0,26.55,2,2,1
458,1,1,1,28.0,1,0,51.8625,2,3,2
459,1,2,1,50.0,0,0,10.5,2,1,1
460,0,3,0,28.0,0,0,7.75,1,2,1
461,1,1,0,48.0,0,0,26.55,2,2,1
462,0,3,0,34.0,0,0,8.05,2,2,1
463,0,1,0,47.0,0,0,38.5,2,2,1
464,0,2,0,48.0,0,0,13.0,2,2,1
465,0,3,0,28.0,0,0,8.05,2,2,1
466,0,3,0,38.0,0,0,7.05,2,2,1
467,0,2,0,28.0,0,0,0.0,2,2,1
468,0,1,0,56.0,0,0,26.55,2,2,1
469,0,3,0,28.0,0,0,7.725,1,2,1
470,1,3,1,0.75,2,1,19.2583,0,1,4
471,0,3,0,28.0,0,0,7.25,2,2,1
472,0,3,0,38.0,0,0,8.6625,2,2,1
473,1,2,1,33.0,1,2,27.75,2,3,4
474,1,2,1,23.0,0,0,13.7917,0,3,1
475,0,3,1,22.0,0,0,9.8375,2,1,1
476,0,1,0,28.0,0,0,52.0,2,2,1
477,0,2,0,34.0,1,0,21.0,2,2,2
478,0,3,0,29.0,1,0,7.0458,2,2,2
479,0,3,0,22.0,0,0,7.5208,2,2,1
480,1,3,1,2.0,0,1,12.2875,2,1,2
481,0,3,0,9.0,5,2,46.9,2,0,8
482,0,2,0,28.0,0,0,0.0,2,2,1
483,0,3,0,50.0,0,0,8.05,2,2,1
484,1,3,1,63.0,0,0,9.5875,2,3,1
485,1,1,0,25.0,1,0,91.0792,0,2,2
486,0,3,1,28.0,3,1,25.4667,2,1,5
487,1,1,1,35.0,1,0,90.0,2,3,2
488,0,1,0,58.0,0,0,29.7,0,2,1
489,0,3,0,30.0,0,0,8.05,2,2,1
490,1,3,0,9.0,1,1,15.9,2,0,3
491,0,3,0,28.0,1,0,19.9667,2,2,2
492,0,3,0,21.0,0,0,7.25,2,2,1
493,0,1,0,55.0,0,0,30.5,2,2,1
494,0,1,0,71.0,0,0,49.5042,0,2,1
495,0,3,0,21.0,0,0,8.05,2,2,1
496,0,3,0,28.0,0,0,14.4583,0,2,1
497,1,1,1,54.0,1,0,78.2667,0,1,2
498,0,3,0,28.0,0,0,15.1,2,2,1
499,0,1,1,25.0,1,2,151.55,2,3,4
500,0,3,0,24.0,0,0,7.7958,2,2,1
501,0,3,0,17.0,0,0,8.6625,2,2,1
502,0,3,1,21.0,0,0,7.75,1,1,1
503,0,3,1,28.0,0,0,7.6292,1,1,1
504,0,3,1,37.0,0,0,9.5875,2,1,1
505,1,1,1,16.0,0,0,86.5,2,1,1
506,0,1,0,18.0,1,0,108.9,0,2,2
507,1,2,1,33.0,0,2,26.0,2,3,3
508,1,1,0,28.0,0,0,26.55,2,2,1
509,0,3,0,28.0,0,0,22.525,2,2,1
510,1,3,0,26.0,0,0,56.4958,2,2,1
511,1,3,0,29.0,0,0,7.75,1,2,1
512,0,3,0,28.0,0,0,8.05,2,2,1
513,1,1,0,36.0,0,0,26.2875,2,2,1
514,1,1,1,54.0,1,0,59.4,0,3,2
515,0,3,0,24.0,0,0,7.4958,2,2,1
516,0,1,0,47.0,0,0,34.0208,2,2,1
517,1,2,1,34.0,0,0,10.5,2,3,1
518,0,3,0,28.0,0,0,24.15,1,2,1
519,1,2,1,36.0,1,0,26.0,2,3,2
520,0,3,0,32.0,0,0,7.8958,2,2,1
521,1,1,1,30.0,0,0,93.5,2,1,1
522,0,3,0,22.0,0,0,7.8958,2,2,1
523,0,3,0,28.0,0,0,7.225,0,2,1
524,1,1,1,44.0,0,1,57.9792,0,3,2
525,0,3,0,28.0,0,0,7.2292,0,2,1
526,0,3,0,40.5,0,0,7.75,1,2,1
527,1,2,1,50.0,0,0,10.5,2,1,1
528,0,1,0,28.0,0,0,221.7792,2,2,1
